Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
Skipping import of cpp extensions due to incompatible torch version. Please upgrade to torch >= 2.11.0 (found 2.8.0.dev20251001+rocm7.0.0.git64359f59).
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[aiter] import [module_aiter_enum] under /workspace/Lumen/third_party/aiter/aiter/jit/module_aiter_enum.so
[W611 13:04:40.650944281 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
[W611 13:04:40.667042378 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights: 100%|██████████| 399/399 [00:00<00:00, 11890.58it/s]
Loading weights: 100%|██████████| 399/399 [00:00<00:00, 12218.83it/s]
[W611 13:04:40.869239894 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
[W611 13:04:40.874298607 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
[W611 13:04:40.880540486 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
[W611 13:04:40.981035626 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/399 [00:00<?, ?it/s][W611 13:04:40.987193614 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
[W611 13:04:40.987193466 ProcessGroupNCCL.cpp:981] Warning: TORCH_NCCL_AVOID_RECORD_STREAMS is the default now, this environment variable is thus deprecated. (function operator())
INFO:lumen.models.fsdp:> Loading Qwen3 from /model-qwen3 ...
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights: 100%|██████████| 399/399 [00:00<00:00, 13370.14it/s]
Loading weights: 100%|██████████| 399/399 [00:00<00:00, 12969.26it/s]
Loading weights: 100%|██████████| 399/399 [00:00<00:00, 13224.03it/s]
Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights: 100%|██████████| 399/399 [00:00<00:00, 13291.67it/s]
Loading weights: 100%|██████████| 399/399 [00:00<00:00, 13513.73it/s]
Loading weights: 100%|██████████| 399/399 [00:00<00:00, 13637.07it/s]
INFO:lumen.models.fsdp:> Gradient checkpointing enabled
INFO:lumen.config:> LoRA applied (rank=16, alpha=32.0) — trainable: 43,646,976 / 8,234,382,336 (0.53%)
INFO:lumen.config:> LumenConfig enabled (format=fp8_e4m3, scaling=none, lora_rank=16)
INFO:lumen.models.fsdp:> FSDP model ready (version=1, sharding=full_shard, world_size=8)
INFO:lumen.models.fsdp:Loaded 50151 samples from /data/alpaca_zh-train-general.jsonl
INFO:lumen.models.fsdp:Loaded 200 samples from /data/alpaca_zh-valid-general.jsonl
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[transformers] `use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
/opt/venv/lib/python3.10/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:1204: UserWarning: Called FSDP.clip_grad_norm_() on rank 4 with no gradients -- returning the total norm in the default dtype torch.float32
  warnings.warn(
/opt/venv/lib/python3.10/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:1204: UserWarning: Called FSDP.clip_grad_norm_() on rank 2 with no gradients -- returning the total norm in the default dtype torch.float32
  warnings.warn(
/opt/venv/lib/python3.10/site-packages/torch/distributed/fsdp/fully_sharded_data_parallel.py:1204: UserWarning: Called FSDP.clip_grad_norm_() on rank 6 with no gradients -- returning the total norm in the default dtype torch.float32
  warnings.warn(
INFO:lumen.models.fsdp:  step 1/200 | loss 6.1930 | lr 4.00e-04 | step_time_ms 13224.6
INFO:lumen.models.fsdp:  step 2/200 | loss 6.0852 | lr 4.00e-04 | step_time_ms 1740.4
INFO:lumen.models.fsdp:  step 3/200 | loss 2.5438 | lr 4.00e-04 | step_time_ms 1729.6
INFO:lumen.models.fsdp:  step 4/200 | loss 1.6660 | lr 4.00e-04 | step_time_ms 2023.6
INFO:lumen.models.fsdp:  step 5/200 | loss 1.9406 | lr 3.99e-04 | step_time_ms 1731.4
INFO:lumen.models.fsdp:  step 6/200 | loss 0.7083 | lr 3.99e-04 | step_time_ms 1730.0
INFO:lumen.models.fsdp:  step 7/200 | loss 2.8818 | lr 3.99e-04 | step_time_ms 1728.9
INFO:lumen.models.fsdp:  step 8/200 | loss 2.0827 | lr 3.98e-04 | step_time_ms 1729.6
INFO:lumen.models.fsdp:  step 9/200 | loss 2.8638 | lr 3.98e-04 | step_time_ms 1729.4
INFO:lumen.models.fsdp:  step 10/200 | loss 1.4224 | lr 3.98e-04 | step_time_ms 1729.5
INFO:lumen.models.fsdp:  step 11/200 | loss 1.5322 | lr 3.97e-04 | step_time_ms 1730.4
INFO:lumen.models.fsdp:  step 12/200 | loss 2.3684 | lr 3.96e-04 | step_time_ms 1731.1
INFO:lumen.models.fsdp:  step 13/200 | loss 0.5143 | lr 3.96e-04 | step_time_ms 1729.1
INFO:lumen.models.fsdp:  step 14/200 | loss 1.8869 | lr 3.95e-04 | step_time_ms 1729.1
INFO:lumen.models.fsdp:  step 15/200 | loss 1.7362 | lr 3.94e-04 | step_time_ms 1999.9
INFO:lumen.models.fsdp:  step 16/200 | loss 1.7107 | lr 3.94e-04 | step_time_ms 1923.7
INFO:lumen.models.fsdp:  step 17/200 | loss 1.3269 | lr 3.93e-04 | step_time_ms 1729.3
INFO:lumen.models.fsdp:  step 18/200 | loss 1.9462 | lr 3.92e-04 | step_time_ms 1728.9
INFO:lumen.models.fsdp:  step 19/200 | loss 1.4193 | lr 3.91e-04 | step_time_ms 1728.6
INFO:lumen.models.fsdp:  step 20/200 | loss 1.1166 | lr 3.90e-04 | step_time_ms 1728.9
INFO:lumen.models.fsdp:  step 21/200 | loss 1.1864 | lr 3.89e-04 | step_time_ms 1729.5
INFO:lumen.models.fsdp:  step 22/200 | loss 1.4426 | lr 3.88e-04 | step_time_ms 1730.1
INFO:lumen.models.fsdp:  step 23/200 | loss 1.6389 | lr 3.87e-04 | step_time_ms 1729.0
INFO:lumen.models.fsdp:  step 24/200 | loss 1.6568 | lr 3.86e-04 | step_time_ms 1729.7
INFO:lumen.models.fsdp:  step 25/200 | loss 0.9070 | lr 3.85e-04 | step_time_ms 1730.3
INFO:lumen.models.fsdp:  step 26/200 | loss 1.2198 | lr 3.84e-04 | step_time_ms 1729.5
INFO:lumen.models.fsdp:  step 27/200 | loss 2.7123 | lr 3.82e-04 | step_time_ms 1999.7
INFO:lumen.models.fsdp:  step 28/200 | loss 3.1441 | lr 3.81e-04 | step_time_ms 1920.3
INFO:lumen.models.fsdp:  step 29/200 | loss 1.3926 | lr 3.80e-04 | step_time_ms 1729.3
INFO:lumen.models.fsdp:  step 30/200 | loss 3.0961 | lr 3.78e-04 | step_time_ms 1728.6
INFO:lumen.models.fsdp:  step 31/200 | loss 2.3873 | lr 3.77e-04 | step_time_ms 1729.3
INFO:lumen.models.fsdp:  step 32/200 | loss 2.1754 | lr 3.75e-04 | step_time_ms 1729.5
INFO:lumen.models.fsdp:  step 33/200 | loss 0.5711 | lr 3.74e-04 | step_time_ms 1728.8
INFO:lumen.models.fsdp:  step 34/200 | loss 0.2571 | lr 3.72e-04 | step_time_ms 1728.9
INFO:lumen.models.fsdp:  step 35/200 | loss 0.2456 | lr 3.71e-04 | step_time_ms 1728.6
INFO:lumen.models.fsdp:  step 36/200 | loss 3.9670 | lr 3.69e-04 | step_time_ms 1729.3
INFO:lumen.models.fsdp:  step 37/200 | loss 1.2881 | lr 3.67e-04 | step_time_ms 1728.8
INFO:lumen.models.fsdp:  step 38/200 | loss 2.2317 | lr 3.65e-04 | step_time_ms 1728.4
INFO:lumen.models.fsdp:  step 39/200 | loss 2.0284 | lr 3.64e-04 | step_time_ms 1996.0
INFO:lumen.models.fsdp:  step 40/200 | loss 2.3560 | lr 3.62e-04 | step_time_ms 1911.8
INFO:lumen.models.fsdp:  step 41/200 | loss 0.3815 | lr 3.60e-04 | step_time_ms 1727.4
INFO:lumen.models.fsdp:  step 42/200 | loss 1.9615 | lr 3.58e-04 | step_time_ms 1728.3
INFO:lumen.models.fsdp:  step 43/200 | loss 0.2789 | lr 3.56e-04 | step_time_ms 1728.0
INFO:lumen.models.fsdp:  step 44/200 | loss 1.5564 | lr 3.54e-04 | step_time_ms 1727.0
INFO:lumen.models.fsdp:  step 45/200 | loss 1.7747 | lr 3.52e-04 | step_time_ms 1728.2
INFO:lumen.models.fsdp:  step 46/200 | loss 2.1075 | lr 3.50e-04 | step_time_ms 1727.9
INFO:lumen.models.fsdp:  step 47/200 | loss 2.2924 | lr 3.48e-04 | step_time_ms 1728.3
INFO:lumen.models.fsdp:  step 48/200 | loss 1.7201 | lr 3.46e-04 | step_time_ms 1728.0
INFO:lumen.models.fsdp:  step 49/200 | loss 1.6938 | lr 3.44e-04 | step_time_ms 1728.8
INFO:lumen.models.fsdp:  step 50/200 | loss 2.5421 | lr 3.41e-04 | step_time_ms 2006.9
INFO:lumen.models.fsdp:  step 50/200 | val_loss 1.6005
INFO:lumen.models.fsdp:  step 51/200 | loss 1.2005 | lr 3.39e-04 | step_time_ms 1726.6
INFO:lumen.models.fsdp:  step 52/200 | loss 2.0794 | lr 3.37e-04 | step_time_ms 2000.7
INFO:lumen.models.fsdp:  step 53/200 | loss 2.0006 | lr 3.35e-04 | step_time_ms 1730.7
INFO:lumen.models.fsdp:  step 54/200 | loss 2.2800 | lr 3.32e-04 | step_time_ms 1729.6
INFO:lumen.models.fsdp:  step 55/200 | loss 0.9254 | lr 3.30e-04 | step_time_ms 1729.4
INFO:lumen.models.fsdp:  step 56/200 | loss 0.3443 | lr 3.27e-04 | step_time_ms 1729.9
INFO:lumen.models.fsdp:  step 57/200 | loss 2.6246 | lr 3.25e-04 | step_time_ms 1729.9
INFO:lumen.models.fsdp:  step 58/200 | loss 0.6269 | lr 3.23e-04 | step_time_ms 1737.1
INFO:lumen.models.fsdp:  step 59/200 | loss 0.0516 | lr 3.20e-04 | step_time_ms 1740.3
INFO:lumen.models.fsdp:  step 60/200 | loss 1.1071 | lr 3.18e-04 | step_time_ms 1824.1
INFO:lumen.models.fsdp:  step 61/200 | loss 0.1858 | lr 3.15e-04 | step_time_ms 1729.2
INFO:lumen.models.fsdp:  step 62/200 | loss 1.0286 | lr 3.12e-04 | step_time_ms 2034.3
INFO:lumen.models.fsdp:  step 63/200 | loss 3.8621 | lr 3.10e-04 | step_time_ms 1731.1
